,Model,AlloProfClusteringS2S.v2,ArXivHierarchicalClusteringP2P,ArXivHierarchicalClusteringS2S,BigPatentClustering.v2,BiorxivClusteringP2P.v2,CLSClusteringP2P.v2,HALClusteringS2S.v2,MasakhaNEWSClusteringS2S,MedrxivClusteringP2P.v2,PlscClusteringP2P.v2,SIB200ClusteringS2S,StackExchangeClustering.v2,SwednClusteringP2P,WikiCitiesClustering,WikiClusteringP2P.v2
49,mmlw-roberta-base,32.238699999999994,60.6571,53.796,35.4691,41.875299999999996,10.1686,21.1766,41.8126125,37.5717,72.1831,8.061952284263961,54.2221,24.77515,87.0219,24.505921428571426
50,voyage-large-2-instruct,48.0368,58.827,58.2597,,44.3318,,28.522100000000002,38.75992500000001,39.5766,70.8681,25.2623076142132,57.42359999999999,35.569700000000005,,27.84165714285714
51,snowflake-arctic-embed-m-v2.0,43.8749,57.53660000000001,51.8794,31.0903,38.1119,36.3589,25.484800000000003,39.089068749999996,35.364200000000004,70.7064,18.65686294416245,53.989,27.1818,81.00070000000001,25.948821428571428
52,voyage-3,45.564,55.69499999999999,56.954800000000006,,39.4713,34.746300000000005,28.793999999999997,40.07635,35.1939,70.0728,29.25351878172589,52.7743,26.110999999999997,83.6926,26.86537857142857
53,MedEmbed-small-v0.1,31.3629,60.553599999999996,57.123000000000005,32.974599999999995,41.4489,19.1179,21.8092,38.876,36.68359142642706,64.99669999999999,9.096114213197966,57.12310000000001,29.49655,81.9354,24.414278571428575
54,all-mpnet-base-v2,35.2044,61.47339210179387,56.45931195046712,33.0464,42.3103,18.287021875056197,22.7542,39.74474233770244,39.86180327086377,65.62962262627879,8.867655680274488,44.847209765289975,26.95104040487777,82.73708568596403,24.381169905097405
55,Cohere-embed-english-light-v3.0,30.576700000000002,60.55199999999999,56.104,39.9049,41.9052,16.84,20.186799999999998,38.0344625,40.219100000000005,64.5041,8.59389746192893,57.48649999999999,25.378149999999998,84.2026,24.323857142857143
56,bilingual-embedding-small,44.3956,55.2794,52.5221,29.3111,37.500499999999995,37.9576,24.141000000000002,53.47058992788083,34.1211,69.8678,31.046910659898465,50.5889,39.1231,74.5781,26.69119285714286
57,granite-embedding-125m-english,40.1575,57.2516,57.349799999999995,29.579499999999996,40.634100000000004,17.4454,24.282899999999998,41.089962500000006,36.0757,67.2903,10.774616751269035,61.5845,23.888499999999997,71.578,25.61585714285714
58,e5-large,39.0621,57.22239999999999,57.2867,32.380700000000004,39.2882,16.4937,23.4878,38.68061875,36.087399999999995,68.47529999999999,10.105417766497462,56.889,25.36955,85.0814,25.30740714285714
59,speed-embedding-7b-instruct,26.1816,60.0154,56.0762,29.9812,38.1548,39.081900000000005,20.2426,37.176750000000006,34.8086,71.1804,17.290792385786805,52.5119,38.27085,83.6133,24.257735714285715
60,granite-embedding-278m-multilingual,32.115,54.7465,54.0382,29.993100000000002,38.5069,38.6857,22.6243,41.7428125,35.4313,70.70840000000001,26.186335025380714,53.24529999999999,31.9708,66.2064,26.74623571428571
61,bge-small-en-v1.5,30.676171086717808,59.52876517144434,57.87440246376474,30.42334366049125,41.793127547354,19.98802391271642,23.308348635940177,39.27316851401741,36.66103078151083,64.73945228373191,8.294137615416531,57.29472500253643,26.851315295833988,80.95083907546541,24.619892316287594
62,gte-small,32.6709,58.3687,57.3318,29.7958,41.3885,20.3008,22.0395,37.91106875,37.2048,67.2617,8.231990862944162,57.681400000000004,27.650050000000004,83.774,24.488192857142856
63,nomic-embed-text-v1-ablated,34.1265,57.903400000000005,55.1111,35.882999999999996,40.559,19.5557,21.4091,38.46849999999999,36.204,66.2988,8.595436040609131,57.6426,29.15895,82.077,24.739371428571427
64,multilingual-e5-base,34.113189750612364,56.683136606944075,56.115055587125106,33.36996076385371,38.867753499529094,38.97945884669019,20.560850388912005,39.41257535325063,33.508773965624535,70.68204996394601,21.623275261146027,44.5731971756278,35.25218788316018,79.87175879554366,25.02530930365376
65,nomic-embed-text-v1.5,35.58978427221228,60.08051520875409,55.38342532333089,25.623632388594558,41.947123498616854,19.09070026594335,22.146048132761013,36.15622344457089,38.04370276490524,66.33484374913851,8.207832637484627,60.46466288318849,24.795576277620988,79.4392104330365,24.957193638588688
66,e5-base-v2,36.13314123735414,57.96287997107758,54.62964772346335,26.920214589615682,39.11946928392568,19.094154283590512,24.289227449286273,41.10812133080933,35.53594605417122,67.08641241339652,10.03962874087174,53.11466874767545,26.801234596968843,86.29738933210734,24.898247863216618
67,multilingual-e5-large,33.2797,55.6856,53.6658,31.471,37.203399999999995,40.36898386986905,22.609099999999998,38.04073061838415,34.30600312788798,71.60654442346245,23.660154176636482,46.4284095936398,36.91436640843613,75.50409670326536,25.601242138636188
68,sentence_croissant_alpha_v0.2,39.428200000000004,59.5187,54.8091,32.1243,37.5165,30.954900000000002,27.022800000000004,37.15418124999999,33.819300000000005,68.548,11.778253299492386,49.9431,28.967299999999994,67.62650000000001,25.261857142857142
69,LLM2Vec-Mistral-7B-Instruct-v2-mntp-supervised,30.2643,56.8412,51.7641,22.0962,38.8299,36.9034,24.5256,35.58803125,36.1269,68.7617,15.244812690355328,52.478899999999996,38.04895,87.6943,26.17133571428571
70,e5-large-v2,36.430317719442705,57.78481103327435,55.10124770152588,33.0628917629176,39.7176428189129,20.54363090537896,24.93391144392299,36.52673202220906,35.21593460610038,67.48297906473474,9.666911506288171,52.07408773855098,27.235051619916785,77.94842077596871,24.508830475406402
71,sentence_croissant_alpha_v0.4,40.9753,58.5928,54.4624,31.8477,37.394800000000004,28.145300000000002,27.1876,34.59284375,33.7423,67.7372,11.7470081218274,50.2529,27.7772,72.97540000000001,25.723214285714285
72,paraphrase-multilingual-mpnet-base-v2,41.80627407342839,55.34276670530136,55.16032759428068,22.321962888929793,36.0697590403586,39.25507062183195,25.617174685378362,37.73332936804354,35.773235342706016,69.56819740132471,24.066656169282492,46.235438475977034,30.006062788022202,61.726554747870374,25.009144351289354
73,bge-m3,36.19216344495169,52.79810320966879,50.42344785604722,29.20004527728074,34.12341045015362,37.47996308379785,23.742325127919152,40.644606960044534,33.9501,70.86867101152514,25.631001526820814,43.975467999381834,35.42459527969732,72.46461319371534,26.981722326959773
74,granite-embedding-107m-multilingual,32.0985,55.0976,52.725100000000005,25.1953,37.6204,37.5462,22.844,38.6506875,35.321200000000005,69.8956,22.542172081218293,52.6249,28.903299999999998,69.65390000000001,26.14299285714286
75,arabic-english-sts-matryoshka,39.5046,52.528200000000005,50.487,33.4025,32.0096,38.3742,23.9225,37.795474999999996,32.0355,74.1802,27.789588324873097,48.0493,30.11735,58.269099999999995,25.85947857142858
76,snowflake-arctic-embed-l,37.7951,56.3437,58.2928,22.345100000000002,38.8528,18.8057,25.8149,38.63116874999999,34.4783,64.27629999999999,7.89008477157361,56.686899999999994,19.68925,85.5314389263015,23.510085714285715
77,Arabic-labse-Matryoshka,35.301700000000004,52.144999999999996,49.5583,35.7232,31.8139,37.8234,21.694399999999998,41.6503,33.146300000000004,71.1069,25.92049340101522,47.3132,29.4678,54.1304,26.854642857142853
78,USER-bge-m3,38.3264,54.13210000000001,50.62370000000001,28.8615,35.074600000000004,10.962900000000001,24.8165,38.71046874999999,34.524300000000004,69.6989,29.80193829027919,51.92,30.9212,74.88709999999999,26.568807142857143
79,GIST-all-MiniLM-L6-v2,30.5881,59.067099999999996,54.8437,37.689299999999996,41.120000000000005,14.046800000000001,18.175,37.118306249999996,38.2434,62.5621,6.395050761421321,54.20120000000001,17.89715,78.9979,24.196342857142856
80,granite-embedding-30m-english,30.5365,57.01690000000001,56.846799999999995,28.84,42.480000000000004,17.8922,21.5955,36.53918125,36.2956,66.35079999999999,8.212515228426396,57.5859,18.57,70.54899999999999,24.360264285714287
81,gemma-2b-embeddings,23.7829,62.902100000000004,57.2064,28.6709,37.7624,36.565,15.0617,32.950206249999994,34.6075,71.2742,8.48054416243655,54.022099999999995,24.382,77.50829999999999,22.03967142857143
82,nomic-embed-text-v1-unsupervised,35.397600000000004,56.7453,55.2057,29.622700000000002,38.7819,17.4395,19.3763,35.23499375,34.853899999999996,68.8227,8.96122081218274,52.725500000000004,30.542400000000004,79.0965,24.80738571428572
83,bge-m3-custom-fr,41.2913,54.2435,49.9528,27.849600000000002,31.8016,35.7524,23.294500000000003,42.720656250000005,31.0821,70.173,27.302030964467004,49.858799999999995,26.337699999999998,66.1149,26.84614285714286
84,multilingual-e5-small,30.8775,52.699,53.8085,28.5455,36.5442,39.062386542049644,18.134700000000002,38.499745229054234,34.34933017832063,69.25391013905151,23.904115029304283,50.206300000000006,36.38409599342687,74.83842227303151,24.99398346314945
85,slx-v0.1,31.106699999999996,59.106899999999996,54.5423,33.0369,40.9887,16.0126,19.5182,38.309225,37.6066,64.21440000000001,6.617043654822337,52.00939999999999,16.4217,75.6354,22.91675
86,sentence_croissant_alpha_v0.3,39.5514,55.098400000000005,51.5448,28.1005,35.328700000000005,28.1994,26.667800000000003,34.80981875,32.435399999999994,68.2655,12.330240609137046,49.2321,29.073950000000004,73.0891,25.8457
87,snowflake-arctic-embed-m,31.637999999999998,57.497299999999996,57.556799999999996,24.076900000000002,38.3746,15.1226,23.2592,38.14135625,35.286,64.2484,7.24947817258883,57.166799999999995,21.042849999999998,85.30624598674467,22.668085714285716
88,all-MiniLM-L6-v2,31.106653686581687,59.10688886391535,54.54234024039991,33.03687339561859,40.988693072325084,16.01255605728116,19.518159678221487,38.30922209027274,37.606571903927986,64.2143891719447,6.617230524659699,45.168045041945824,16.42169644991563,75.63541374891307,23.028238845653952
89,e5-base,35.4399,55.16,54.9871,25.060900000000004,37.4893,15.9282,22.084200000000003,38.17725625,34.6347,67.7412,9.41704923857868,54.2585,25.914949999999997,80.2858,24.268421428571425
90,snowflake-arctic-embed-m-long,35.9116,57.266799999999996,55.4602,29.498799999999996,37.2768,17.7757,23.526,24.414348715238184,34.8386,64.0907,7.912711167512689,57.1214,22.719050000000003,85.63474850264893,23.223
91,e5-base-4k,31.292900000000003,55.2846,53.869299999999996,33.643699999999995,36.7251,17.086499999999997,23.174,38.205349999999996,34.4909,65.6811,8.389181725888326,52.223,26.7841,72.75970000000001,24.126771428571423
92,LLM2Vec-Mistral-7B-Instruct-v2-mntp-unsup-simcse,19.1366,58.167500000000004,52.0759,25.967000000000002,39.412000000000006,31.5456,13.9796,32.5737625,34.8189,69.3167,7.590430964467005,48.1736,33.892450000000004,83.1262,23.342692857142854
93,Ivysaur,28.917900000000003,57.322799999999994,53.542199999999994,29.9989,41.4341,17.7264,15.7886,36.857918749999996,36.6592,63.342,5.606393908629438,51.239599999999996,20.0671,81.04010000000001,23.708299999999998
94,LaBSE,30.208929693435195,53.44270249920056,49.98606448922311,32.31379480681305,32.42786213317429,35.8001191189406,20.39213853286262,39.16459230286812,33.751448738791176,70.80798656548409,18.786704860428422,30.233366371330895,27.933570690404085,65.09677179134266,25.29623663247956
95,paraphrase-multilingual-MiniLM-L12-v2,40.451213245282716,53.61794435755446,52.24573621152333,22.730670439948124,36.183432722474876,36.13216103048282,23.49852586140488,33.820361451215255,34.746286271901724,70.25250257612787,19.394460729152126,43.471709937699465,27.218829152813296,58.60680771370187,23.47664780463949
96,snowflake-arctic-embed-m-v1.5,32.1849,56.388799999999996,53.2505,28.998,37.0338,13.688600000000001,20.403399999999998,40.051975,35.41598539873297,63.6927,6.37703502538071,57.607299999999995,18.0155,78.92,22.974849999999996
97,all-MiniLM-L12-v2,31.9765,57.444530301367216,55.06172809210715,27.557199999999998,39.9047,15.389413065200236,20.7295,38.3728470345636,37.82045138546486,63.732436522020244,7.62025283420585,44.738982443271006,10.134585451356196,71.57611732137286,22.89732961649934
98,e5-small-v2,29.482130747312347,53.8363445953143,52.861004141593156,31.120883142670646,37.464846514243256,18.59152642985303,19.681668684293875,37.660476525485926,34.80660307591203,65.28197210308306,8.878233843626433,46.55300833419639,20.805747461175702,81.70551340159668,23.0188252350814
99,Arabic-all-nli-triplet-Matryoshka,37.7244,52.660700000000006,52.528600000000004,20.349700000000002,32.3849,35.3973,20.7738,36.839099999999995,32.34,69.0582,21.370089340101515,48.5842,23.046,66.0114,24.862792857142857
100,st-polish-kartonberta-base-alpha-v1,23.5142,53.2077,49.5189,36.9174,34.4524,10.401,15.332899999999999,38.92580625000001,34.7382,70.6618,8.212339086294417,53.236399999999996,17.0831,73.2697,23.50677142857143
101,ru-en-RoSBERTa,20.6694,56.76330000000001,51.82679999999999,39.3564,36.8041,7.3322,11.8955,37.658281249999995,36.4014,63.895599999999995,8.482843654822334,52.5582,16.3908,72.2436,23.76132142857142
102,SearchMap_Preview,,58.234300000000005,57.8725,36.584,42.066199999999995,,,27.927999999999997,38.9982,,40.5976,60.2263,,89.2384,
103,gte-micro-v4,24.5861,55.395,52.9036,33.9733,38.874900000000004,14.694299999999998,15.8536,34.852593750000004,36.007,63.596799999999995,5.1009751269035535,54.7458,16.09645,69.4204,22.217821428571423
104,Arabic-MiniLM-L12-v2-all-nli-triplet,34.1071,52.6815,51.634800000000006,22.0115,33.5766,35.815599999999996,19.8242,34.00455625,31.589299999999998,70.5807,17.920654822335045,48.3682,21.10355,67.2536,23.153557142857146
